,MeterKey,DateKey,TimeKey,MeterReading,Source,ApparentTemperature,IsSuspicious,AirTemperature,DewPointTemperature,RelativeHumidity,timestamp
7208,123,20200219,224500,7.25,LaTrobe_CSV-orig_20200219224801.csv,,,,,,2020-02-19 22:45:00
3306,123,20200219,230000,7.75,LaTrobe_CSV-orig_20200219230200.csv,12.8,,14.5,12.4,87.0,2020-02-19 23:00:00
5586,123,20200219,231500,9.25,LaTrobe_CSV-orig_20200219231701.csv,,,,,,2020-02-19 23:15:00
4098,123,20200219,233000,8.75,LaTrobe_CSV-orig_20200219233400.csv,12.6,,13.9,13.7,99.0,2020-02-19 23:30:00
7233,123,20200219,234500,8.5,LaTrobe_CSV-orig_20200219234801.csv,,,,,,2020-02-19 23:45:00
3903,123,20200220,0,9.25,LaTrobe_CSV-orig_20200220000251.csv,11.9,,13.6,13.6,100.0,2020-02-20 00:00:00
5265,123,20200220,1500,9.25,LaTrobe_CSV-orig_20200220001851.csv,,,,,,2020-02-20 00:15:00
6951,123,20200220,3000,9.0,LaTrobe_CSV-orig_20200220003451.csv,13.0,,13.6,13.6,100.0,2020-02-20 00:30:00
5596,123,20200220,4500,9.0,LaTrobe_CSV-orig_20200220004651.csv,,,,,,2020-02-20 00:45:00
7039,123,20200220,10000,8.75,LaTrobe_CSV-orig_20200220114858.csv,13.6,,13.6,13.6,100.0,2020-02-20 01:00:00
7042,123,20200220,11500,9.25,LaTrobe_CSV-orig_20200220124759.csv,,,,,,2020-02-20 01:15:00
7045,123,20200220,13000,8.75,LaTrobe_CSV-orig_20200220090156.csv,13.6,,13.8,13.6,99.0,2020-02-20 01:30:00
7048,123,20200220,14500,8.5,LaTrobe_CSV-orig_20200220090156.csv,,,,,,2020-02-20 01:45:00
7053,123,20200220,20000,8.75,LaTrobe_CSV-orig_20200220124759.csv,12.6,,13.9,13.6,98.0,2020-02-20 02:00:00
7057,123,20200220,21500,9.5,LaTrobe_CSV-orig_20200220134658.csv,,,,,,2020-02-20 02:15:00
7067,123,20200220,23000,8.75,LaTrobe_CSV-orig_20200220090156.csv,13.3,,13.9,13.4,97.0,2020-02-20 02:30:00
7077,123,20200220,24500,9.0,LaTrobe_CSV-orig_20200220144659.csv,,,,,,2020-02-20 02:45:00
7094,123,20200220,30000,8.75,LaTrobe_CSV-orig_20200220124759.csv,12.9,,13.8,13.6,99.0,2020-02-20 03:00:00
7105,123,20200220,31500,8.75,LaTrobe_CSV-orig_20200220114858.csv,,,,,,2020-02-20 03:15:00
7116,123,20200220,33000,9.5,LaTrobe_CSV-orig_20200220134658.csv,12.6,,13.6,13.4,99.0,2020-02-20 03:30:00
7126,123,20200220,34500,9.25,LaTrobe_CSV-orig_20200220134658.csv,,,,,,2020-02-20 03:45:00
7136,123,20200220,40000,9.25,LaTrobe_CSV-orig_20200220164759.csv,12.5,,13.5,13.5,100.0,2020-02-20 04:00:00
7148,123,20200220,41500,9.5,LaTrobe_CSV-orig_20200220154959.csv,,,,,,2020-02-20 04:15:00
7156,123,20200220,43000,10.75,LaTrobe_CSV-orig_20200220215000.csv,13.0,,13.3,13.3,100.0,2020-02-20 04:30:00
7168,123,20200220,44500,10.25,LaTrobe_CSV-orig_20200220124759.csv,,,,,,2020-02-20 04:45:00
3400,123,20200220,44501,,LaTrobe_CSV-orig_20200220044757.csv,,,,,,2020-02-20 04:45:01
7172,123,20200220,50000,10.75,LaTrobe_CSV-orig_20200220114858.csv,11.3,,13.2,13.0,99.0,2020-02-20 05:00:00
7183,123,20200220,51500,14.0,LaTrobe_CSV-orig_20200220124759.csv,,,,,,2020-02-20 05:15:00
7198,123,20200220,53000,15.0,LaTrobe_CSV-orig_20200220104857.csv,12.4,,13.2,13.0,99.0,2020-02-20 05:30:00
7214,123,20200220,54500,13.25,LaTrobe_CSV-orig_20200220191800.csv,,,,,,2020-02-20 05:45:00
7236,123,20200220,60000,13.5,LaTrobe_CSV-orig_20200220114858.csv,12.4,,13.1,13.1,100.0,2020-02-20 06:00:00
7245,123,20200220,61500,13.5,LaTrobe_CSV-orig_20200220164759.csv,,,,,,2020-02-20 06:15:00
7254,123,20200220,63000,12.5,LaTrobe_CSV-orig_20200220215000.csv,12.2,,13.0,13.0,100.0,2020-02-20 06:30:00
7269,123,20200220,64500,13.25,LaTrobe_CSV-orig_20200220090156.csv,,,,,,2020-02-20 06:45:00
7270,123,20200220,70000,14.0,LaTrobe_CSV-orig_20200220090156.csv,13.7,,13.1,13.1,100.0,2020-02-20 07:00:00
7271,123,20200220,71500,14.25,LaTrobe_CSV-orig_20200220090156.csv,,,,,,2020-02-20 07:15:00
7272,123,20200220,73000,14.0,LaTrobe_CSV-orig_20200220090156.csv,13.0,,13.2,13.0,99.0,2020-02-20 07:30:00
7273,123,20200220,74500,14.0,LaTrobe_CSV-orig_20200220090156.csv,,,,,,2020-02-20 07:45:00
7276,123,20200220,80000,14.0,LaTrobe_CSV-orig_20200220090156.csv,12.5,,13.6,11.8,89.0,2020-02-20 08:00:00
7274,123,20200220,81500,15.0,LaTrobe_CSV-orig_20200220090156.csv,,,,,,2020-02-20 08:15:00
7275,123,20200220,83000,15.75,LaTrobe_CSV-orig_20200220090156.csv,11.6,,14.0,10.2,78.0,2020-02-20 08:30:00
7277,123,20200220,84500,16.25,LaTrobe_CSV-orig_20200220090156.csv,,,,,,2020-02-20 08:45:00
7281,123,20200220,90000,17.5,LaTrobe_CSV-orig_20200220090156.csv,12.1,,14.3,9.5,73.0,2020-02-20 09:00:00
6007,123,20200220,91500,18.5,LaTrobe_CSV-orig_20200220114858.csv,,,,,,2020-02-20 09:15:00
551,123,20200220,93000,19.5,LaTrobe_CSV-orig_20200220114858.csv,13.1,,14.8,9.8,72.0,2020-02-20 09:30:00
552,123,20200220,94500,19.0,LaTrobe_CSV-orig_20200220124759.csv,,,,,,2020-02-20 09:45:00
5753,123,20200220,100000,19.5,LaTrobe_CSV-orig_20200220114858.csv,13.0,,15.2,9.3,68.0,2020-02-20 10:00:00
6180,123,20200220,101500,19.5,LaTrobe_CSV-orig_20200220114858.csv,,,,,,2020-02-20 10:15:00
6205,123,20200220,103000,19.25,LaTrobe_CSV-orig_20200220114858.csv,13.2,,15.6,8.6,63.0,2020-02-20 10:30:00
6770,123,20200220,104500,19.25,LaTrobe_CSV-orig_20200220124759.csv,,,,,,2020-02-20 10:45:00
6791,123,20200220,110000,19.25,LaTrobe_CSV-orig_20200220124759.csv,12.8,,16.2,9.2,63.0,2020-02-20 11:00:00
6806,123,20200220,111500,23.5,LaTrobe_CSV-orig_20200220114858.csv,,,,,,2020-02-20 11:15:00
7013,123,20200220,113000,26.0,LaTrobe_CSV-orig_20200220134658.csv,12.6,,16.1,8.6,61.0,2020-02-20 11:30:00
248,123,20200220,114500,22.25,LaTrobe_CSV-orig_20200220134658.csv,,,,,,2020-02-20 11:45:00
7005,123,20200220,120000,9.25,LaTrobe_CSV-orig_20200220114858.csv,13.2,,16.0,8.5,61.0,2020-02-20 12:00:00
7010,123,20200220,121500,9.25,LaTrobe_CSV-orig_20200220090156.csv,,,,,,2020-02-20 12:15:00
7017,123,20200220,123000,9.0,LaTrobe_CSV-orig_20200220134658.csv,13.5,,17.0,8.7,58.0,2020-02-20 12:30:00
7032,123,20200220,124500,9.0,LaTrobe_CSV-orig_20200220104857.csv,,,,,,2020-02-20 12:45:00
5212,123,20200220,130000,29.5,LaTrobe_CSV-orig_20200220130158.csv,13.9,,17.2,9.4,60.0,2020-02-20 13:00:00
3500,123,20200220,131500,22.25,LaTrobe_CSV-orig_20200220131800.csv,,,,,,2020-02-20 13:15:00
5735,123,20200220,133000,26.75,LaTrobe_CSV-orig_20200220133258.csv,14.2,,17.5,9.7,60.0,2020-02-20 13:30:00
7246,123,20200220,134500,27.5,LaTrobe_CSV-orig_20200220134658.csv,,,,,,2020-02-20 13:45:00
5309,123,20200220,140000,25.75,LaTrobe_CSV-orig_20200220140400.csv,13.7,,17.3,8.4,56.0,2020-02-20 14:00:00
6842,123,20200220,141500,26.0,LaTrobe_CSV-orig_20200220141859.csv,,,,,,2020-02-20 14:15:00
5572,123,20200220,143000,25.5,LaTrobe_CSV-orig_20200220143459.csv,13.1,,17.3,8.2,55.0,2020-02-20 14:30:00
6042,123,20200220,144500,25.75,LaTrobe_CSV-orig_20200220144659.csv,,,,,,2020-02-20 14:45:00
5411,123,20200220,150000,24.75,LaTrobe_CSV-orig_20200220150259.csv,14.6,,18.1,8.9,55.0,2020-02-20 15:00:00
5404,123,20200220,151500,25.0,LaTrobe_CSV-orig_20200220151759.csv,,,,,,2020-02-20 15:15:00
3812,123,20200220,153000,24.75,LaTrobe_CSV-orig_20200220153159.csv,15.0,,17.9,9.8,59.0,2020-02-20 15:30:00
3518,123,20200220,154500,24.0,LaTrobe_CSV-orig_20200220154959.csv,,,,,,2020-02-20 15:45:00
3767,123,20200220,160000,23.75,LaTrobe_CSV-orig_20200220160259.csv,16.7,,18.9,12.2,65.0,2020-02-20 16:00:00
5973,123,20200220,161500,23.25,LaTrobe_CSV-orig_20200220161959.csv,,,,,,2020-02-20 16:15:00
5995,123,20200220,163000,23.75,LaTrobe_CSV-orig_20200220163300.csv,15.7,,17.9,9.5,58.0,2020-02-20 16:30:00
6202,123,20200220,164500,23.25,LaTrobe_CSV-orig_20200220164759.csv,,,,,,2020-02-20 16:45:00
3240,123,20200220,170000,23.25,LaTrobe_CSV-orig_20200220170259.csv,15.3,,18.7,9.2,54.0,2020-02-20 17:00:00
5648,123,20200220,171500,23.25,LaTrobe_CSV-orig_20200220171900.csv,,,,,,2020-02-20 17:15:00
3572,123,20200220,173000,22.5,LaTrobe_CSV-orig_20200220173200.csv,15.2,,18.0,9.9,59.0,2020-02-20 17:30:00
5279,123,20200220,174500,21.75,LaTrobe_CSV-orig_20200220174759.csv,,,,,,2020-02-20 17:45:00
5584,123,20200220,180000,21.25,LaTrobe_CSV-orig_20200220180559.csv,15.7,,18.3,9.4,56.0,2020-02-20 18:00:00
255,123,20200220,181500,21.0,LaTrobe_CSV-orig_20200220181900.csv,,,,,,2020-02-20 18:15:00
6816,123,20200220,183000,20.25,LaTrobe_CSV-orig_20200220183500.csv,14.4,,17.3,9.5,60.0,2020-02-20 18:30:00
3883,123,20200220,184500,18.75,LaTrobe_CSV-orig_20200220184900.csv,,,,,,2020-02-20 18:45:00
6920,123,20200220,190000,14.0,LaTrobe_CSV-orig_20200220190300.csv,14.4,,16.9,9.8,63.0,2020-02-20 19:00:00
7179,123,20200220,191500,17.25,LaTrobe_CSV-orig_20200220191800.csv,,,,,,2020-02-20 19:15:00
5606,123,20200220,193000,15.75,LaTrobe_CSV-orig_20200220193400.csv,13.9,,16.3,10.2,67.0,2020-02-20 19:30:00
6956,123,20200220,194500,13.0,LaTrobe_CSV-orig_20200220195001.csv,,,,,,2020-02-20 19:45:00
3717,123,20200220,200000,12.75,LaTrobe_CSV-orig_20200220200259.csv,13.2,,15.9,10.4,70.0,2020-02-20 20:00:00
3288,123,20200220,201500,8.75,LaTrobe_CSV-orig_20200220201700.csv,,,,,,2020-02-20 20:15:00
3753,123,20200220,203000,8.0,LaTrobe_CSV-orig_20200220203500.csv,13.5,,15.7,10.7,72.0,2020-02-20 20:30:00
3548,123,20200220,204500,8.0,LaTrobe_CSV-orig_20200220204801.csv,,,,,,2020-02-20 20:45:00
6940,123,20200220,210000,8.25,LaTrobe_CSV-orig_20200220210401.csv,12.7,,15.7,10.5,71.0,2020-02-20 21:00:00
5576,123,20200220,211500,7.25,LaTrobe_CSV-orig_20200220211800.csv,,,,,,2020-02-20 21:15:00
4052,123,20200220,213000,7.0,LaTrobe_CSV-orig_20200220213300.csv,13.3,,15.6,10.4,71.0,2020-02-20 21:30:00
5589,123,20200220,214500,7.0,LaTrobe_CSV-orig_20200220215000.csv,,,,,,2020-02-20 21:45:00
7008,123,20200220,220000,7.0,LaTrobe_CSV-orig_20200220220201.csv,13.4,,15.6,10.8,73.0,2020-02-20 22:00:00
4097,123,20200220,221500,7.25,LaTrobe_CSV-orig_20200220222101.csv,,,,,,2020-02-20 22:15:00
3776,123,20200220,223000,7.5,LaTrobe_CSV-orig_20200220223501.csv,13.1,,15.4,10.6,73.0,2020-02-20 22:30:00
3318,123,20200220,224500,7.5,LaTrobe_CSV-orig_20200220224900.csv,,,,,,2020-02-20 22:45:00
3627,123,20200220,230000,9.0,LaTrobe_CSV-orig_20200220230401.csv,13.2,,14.8,11.4,80.0,2020-02-20 23:00:00
873,123,20200220,231500,11.25,LaTrobe_CSV-orig_20200220231801.csv,,,,,,2020-02-20 23:15:00
6199,123,20200220,233000,10.75,LaTrobe_CSV-orig_20200220233200.csv,13.8,,14.3,12.2,87.0,2020-02-20 23:30:00
5865,123,20200220,234500,9.75,LaTrobe_CSV-orig_20200220234701.csv,,,,,,2020-02-20 23:45:00
5673,123,20200221,0,9.25,LaTrobe_CSV-orig_20200221000551.csv,13.6,,14.0,13.1,94.0,2020-02-21 00:00:00
5225,123,20200221,1500,9.25,LaTrobe_CSV-orig_20200221001750.csv,,,,,,2020-02-21 00:15:00
6809,123,20200221,3000,9.25,LaTrobe_CSV-orig_20200221003251.csv,14.6,,14.2,12.4,89.0,2020-02-21 00:30:00
7068,123,20200221,4500,10.25,LaTrobe_CSV-orig_20200221004951.csv,,,,,,2020-02-21 00:45:00
7069,123,20200221,10000,9.25,LaTrobe_CSV-orig_20200221010451.csv,13.7,,14.4,11.4,82.0,2020-02-21 01:00:00
5777,123,20200221,11500,9.25,LaTrobe_CSV-orig_20200221011651.csv,,,,,,2020-02-21 01:15:00
5827,123,20200221,13000,9.25,LaTrobe_CSV-orig_20200221013251.csv,14.0,,14.5,10.9,79.0,2020-02-21 01:30:00
5539,123,20200221,14500,9.0,LaTrobe_CSV-orig_20200221014852.csv,,,,,,2020-02-21 01:45:00
3694,123,20200221,20000,9.0,LaTrobe_CSV-orig_20200221020452.csv,13.7,,14.5,11.1,80.0,2020-02-21 02:00:00
5299,123,20200221,21500,9.0,LaTrobe_CSV-orig_20200221022652.csv,,,,,,2020-02-21 02:15:00
3485,123,20200221,23000,8.75,LaTrobe_CSV-orig_20200221023251.csv,13.5,,13.8,12.7,93.0,2020-02-21 02:30:00
5635,123,20200221,24500,9.0,LaTrobe_CSV-orig_20200221024903.csv,,,,,,2020-02-21 02:45:00
5748,123,20200221,30000,8.25,LaTrobe_CSV-orig_20200221032053.csv,12.0,,13.1,13.1,100.0,2020-02-21 03:00:00
3503,123,20200221,31500,7.75,LaTrobe_CSV-orig_20200221032053.csv,,,,,,2020-02-21 03:15:00
5718,123,20200221,31501,,LaTrobe_CSV-orig_20200221032053.csv,,,,,,2020-02-21 03:15:01
5266,123,20200221,33000,8.25,LaTrobe_CSV-orig_20200221033054.csv,13.4,,12.9,12.9,100.0,2020-02-21 03:30:00
5224,123,20200221,34500,8.25,LaTrobe_CSV-orig_20200221034954.csv,,,,,,2020-02-21 03:45:00
3729,123,20200221,40000,8.75,LaTrobe_CSV-orig_20200221040558.csv,13.7,,12.8,12.8,100.0,2020-02-21 04:00:00
3822,123,20200221,41500,9.5,LaTrobe_CSV-orig_20200221041654.csv,,,,,,2020-02-21 04:15:00
4091,123,20200221,43000,9.75,LaTrobe_CSV-orig_20200221043254.csv,12.1,,12.5,12.5,100.0,2020-02-21 04:30:00
7111,123,20200221,44500,10.75,LaTrobe_CSV-orig_20200221044907.csv,,,,,,2020-02-21 04:45:00
