MeterKey,DateKey,TimeKey,MeterReading,Source,ApparentTemperature,IsSuspicious,AirTemperature,DewPointTemperature,RelativeHumidity
123,20200322,104500,8.25000,LaTrobe_CSV-orig_20200323083355.csv,NULL,NULL,NULL,NULL,NULL
123,20200320,113000,25.00000,LaTrobe_CSV-orig_20200321094955.csv,16.30000,NULL,18.8,9.8,56
123,20200321,110000,8.50000,LaTrobe_CSV-orig_20200322223300.csv,13.80000,NULL,16,9.4,65
123,20200321,201500,8.50000,LaTrobe_CSV-orig_20200322223300.csv,NULL,NULL,NULL,NULL,NULL
123,20200319,211500,7.75000,LaTrobe_CSV-orig_20200320090404.csv,NULL,NULL,NULL,NULL,NULL
123,20200323,154500,23.25000,LaTrobe_CSV-orig_20200324104953.csv,NULL,NULL,NULL,NULL,NULL
123,20200322,41500,8.50000,LaTrobe_CSV-orig_20200323083355.csv,NULL,NULL,NULL,NULL,NULL
123,20200320,183000,30.50000,LaTrobe_CSV-orig_20200321100155.csv,14.30000,NULL,17.9,13.2,74
123,20200322,71500,9.25000,LaTrobe_CSV-orig_20200322223300.csv,NULL,NULL,NULL,NULL,NULL
123,20200323,90000,15.75000,LaTrobe_CSV-orig_20200324104953.csv,12.60000,NULL,13.1,9.5,79
123,20200319,213000,7.75000,LaTrobe_CSV-orig_20200320074803.csv,25.20000,NULL,26.6,12.3,41
123,20200320,221500,7.25000,LaTrobe_CSV-orig_20200321084854.csv,NULL,NULL,NULL,NULL,NULL
123,20200321,170000,9.25000,LaTrobe_CSV-orig_20200322223300.csv,16.40000,NULL,18.4,10,58
123,20200319,220000,7.75000,LaTrobe_CSV-orig_20200320082105.csv,24.00000,NULL,24.9,13.8,50
123,20200319,214500,7.50000,LaTrobe_CSV-orig_20200320080203.csv,NULL,NULL,NULL,NULL,NULL
123,20200321,233000,8.50000,LaTrobe_CSV-orig_20200322223300.csv,11.60000,NULL,12.8,10.3,85
123,20200321,111500,8.25000,LaTrobe_CSV-orig_20200322223300.csv,NULL,NULL,NULL,NULL,NULL
123,20200320,223000,7.00000,LaTrobe_CSV-orig_20200321100155.csv,13.60000,NULL,15.4,13.2,87
123,20200319,221500,8.25000,LaTrobe_CSV-orig_20200320090404.csv,NULL,NULL,NULL,NULL,NULL
123,20200322,11500,8.50000,LaTrobe_CSV-orig_20200323083355.csv,NULL,NULL,NULL,NULL,NULL
123,20200321,113000,8.25000,LaTrobe_CSV-orig_20200322223300.csv,14.40000,NULL,16.3,9,62
123,20200322,43000,7.75000,LaTrobe_CSV-orig_20200323083355.csv,11.10000,NULL,10.9,10.7,99
123,20200319,223000,8.75000,LaTrobe_CSV-orig_20200320073304.csv,18.70000,NULL,21.4,15.5,69
123,20200320,211500,7.25000,LaTrobe_CSV-orig_20200321101654.csv,NULL,NULL,NULL,NULL,NULL
123,20200322,73000,9.50000,LaTrobe_CSV-orig_20200322223300.csv,11.70000,NULL,11.3,11.1,99
123,20200322,91500,8.00000,LaTrobe_CSV-orig_20200323083355.csv,NULL,NULL,NULL,NULL,NULL
123,20200323,60000,14.00000,LaTrobe_CSV-orig_20200323083355.csv,11.00000,NULL,12.5,8.4,76
123,20200323,150000,23.75000,LaTrobe_CSV-orig_20200323234700.csv,12.70000,NULL,16,8,59
123,20200322,121500,7.50000,LaTrobe_CSV-orig_20200323083355.csv,NULL,NULL,NULL,NULL,NULL
123,20200323,140000,20.50000,LaTrobe_CSV-orig_20200324104953.csv,13.40000,NULL,16.3,6.4,52
123,20200319,224500,8.00000,LaTrobe_CSV-orig_20200320080203.csv,NULL,NULL,NULL,NULL,NULL
123,20200322,160000,9.00000,LaTrobe_CSV-orig_20200323083355.csv,14.70000,NULL,18.4,10,58
123,20200322,134500,8.25000,LaTrobe_CSV-orig_20200323083355.csv,NULL,NULL,NULL,NULL,NULL
123,20200321,203000,7.75000,LaTrobe_CSV-orig_20200322223300.csv,13.10000,NULL,15.5,10.1,70
123,20200321,234500,8.75000,LaTrobe_CSV-orig_20200322223300.csv,NULL,NULL,NULL,NULL,NULL
123,20200323,91500,16.00000,LaTrobe_CSV-orig_20200324104953.csv,NULL,NULL,NULL,NULL,NULL
123,20200323,121500,16.00000,LaTrobe_CSV-orig_20200324104953.csv,NULL,NULL,NULL,NULL,NULL
123,20200320,220000,7.25000,LaTrobe_CSV-orig_20200321094955.csv,12.80000,NULL,15.8,12.7,82
123,20200319,230000,7.75000,LaTrobe_CSV-orig_20200320082105.csv,19.10000,NULL,20.1,16.5,80
123,20200320,213000,7.75000,LaTrobe_CSV-orig_20200321101654.csv,13.40000,NULL,15.9,12.3,79
123,20200323,193000,13.25000,LaTrobe_CSV-orig_20200324104953.csv,11.30000,NULL,14.3,6.2,58
123,20200323,51500,20.00000,LaTrobe_CSV-orig_20200323083355.csv,NULL,NULL,NULL,NULL,NULL
123,20200323,210000,7.75000,LaTrobe_CSV-orig_20200323234700.csv,10.50000,NULL,12.5,7.2,70
123,20200323,171500,22.75000,LaTrobe_CSV-orig_20200324104953.csv,NULL,NULL,NULL,NULL,NULL
123,20200319,231500,9.00000,LaTrobe_CSV-orig_20200320084705.csv,NULL,NULL,NULL,NULL,NULL
123,20200322,150000,8.50000,LaTrobe_CSV-orig_20200323083355.csv,13.50000,NULL,17.8,10.7,63
123,20200321,171500,9.25000,LaTrobe_CSV-orig_20200322223300.csv,NULL,NULL,NULL,NULL,NULL
123,20200322,13000,9.00000,LaTrobe_CSV-orig_20200323083355.csv,12.40000,NULL,12.1,11,93
123,20200319,233000,9.50000,LaTrobe_CSV-orig_20200320083404.csv,19.00000,NULL,19.4,17.2,87
123,20200322,44500,7.75000,LaTrobe_CSV-orig_20200323083355.csv,NULL,NULL,NULL,NULL,NULL
123,20200320,234500,9.25000,LaTrobe_CSV-orig_20200321084854.csv,NULL,NULL,NULL,NULL,NULL
123,20200323,174500,23.50000,LaTrobe_CSV-orig_20200324104953.csv,NULL,NULL,NULL,NULL,NULL
123,20200320,204500,7.75000,LaTrobe_CSV-orig_20200321090554.csv,NULL,NULL,NULL,NULL,NULL
123,20200322,93000,8.00000,LaTrobe_CSV-orig_20200322223300.csv,12.40000,NULL,13.6,12.8,95
123,20200322,110000,8.50000,LaTrobe_CSV-orig_20200322223300.csv,14.20000,NULL,15.3,14.2,93
123,20200319,234500,9.50000,LaTrobe_CSV-orig_20200320083404.csv,NULL,NULL,NULL,NULL,NULL
123,20200321,114500,8.25000,LaTrobe_CSV-orig_20200322223300.csv,NULL,NULL,NULL,NULL,NULL
123,20200321,204500,8.00000,LaTrobe_CSV-orig_20200322223300.csv,NULL,NULL,NULL,NULL,NULL
123,20200323,50000,10.75000,LaTrobe_CSV-orig_20200323083355.csv,9.60000,NULL,11.2,7.9,80
123,20200322,0,9.25000,LaTrobe_CSV-orig_20200322223300.csv,11.70000,NULL,12.6,10.7,88
123,20200320,0,10.00000,LaTrobe_CSV-orig_20200320084705.csv,19.30000,NULL,19.2,16.4,84
123,20200320,200000,29.50000,LaTrobe_CSV-orig_20200321084854.csv,14.50000,NULL,15.4,14.8,96
123,20200322,74500,9.25000,LaTrobe_CSV-orig_20200322223300.csv,NULL,NULL,NULL,NULL,NULL
123,20200320,233000,9.50000,LaTrobe_CSV-orig_20200321100155.csv,13.40000,NULL,14.8,13.5,92
123,20200321,173000,8.75000,LaTrobe_CSV-orig_20200322223300.csv,15.80000,NULL,17.8,10.2,61
123,20200320,1500,10.50000,LaTrobe_CSV-orig_20200320073304.csv,NULL,NULL,NULL,NULL,NULL
123,20200322,14500,9.00000,LaTrobe_CSV-orig_20200323083355.csv,NULL,NULL,NULL,NULL,NULL
123,20200322,50000,8.25000,LaTrobe_CSV-orig_20200323083355.csv,11.10000,NULL,10.9,10.7,99
123,20200320,210000,7.25000,LaTrobe_CSV-orig_20200321091755.csv,13.70000,NULL,15.8,12.5,81
123,20200320,203000,9.50000,LaTrobe_CSV-orig_20200321091755.csv,14.40000,NULL,15.7,13.7,88
123,20200322,111500,8.75000,LaTrobe_CSV-orig_20200322223300.csv,NULL,NULL,NULL,NULL,NULL
123,20200320,3000,10.25000,LaTrobe_CSV-orig_20200320074803.csv,18.60000,NULL,18.8,14.7,77
123,20200322,123000,9.00000,LaTrobe_CSV-orig_20200322223300.csv,14.20000,NULL,16,15.4,96
123,20200322,100000,8.00000,LaTrobe_CSV-orig_20200322223300.csv,13.70000,NULL,13.8,13.8,100
123,20200320,164500,36.50000,LaTrobe_CSV-orig_20200321100155.csv,NULL,NULL,NULL,NULL,NULL
123,20200321,120000,9.25000,LaTrobe_CSV-orig_20200322223300.csv,15.30000,NULL,16.8,9.2,61
123,20200320,4500,10.50000,LaTrobe_CSV-orig_20200320090404.csv,NULL,NULL,NULL,NULL,NULL
123,20200320,184500,32.25000,LaTrobe_CSV-orig_20200321100155.csv,NULL,NULL,NULL,NULL,NULL
123,20200321,210000,7.75000,LaTrobe_CSV-orig_20200322223300.csv,13.60000,NULL,15.2,10.2,72
123,20200320,201500,15.50000,LaTrobe_CSV-orig_20200321101654.csv,NULL,NULL,NULL,NULL,NULL
123,20200323,93000,16.00000,LaTrobe_CSV-orig_20200324104953.csv,12.30000,NULL,13.6,9.3,75
123,20200321,174500,8.25000,LaTrobe_CSV-orig_20200321201858.csv,NULL,NULL,NULL,NULL,NULL
123,20200320,10000,9.50000,LaTrobe_CSV-orig_20200320074803.csv,19.10000,NULL,18.8,13.4,71
123,20200321,121500,9.00000,LaTrobe_CSV-orig_20200322223300.csv,NULL,NULL,NULL,NULL,NULL
123,20200320,141500,33.75000,LaTrobe_CSV-orig_20200321094955.csv,NULL,NULL,NULL,NULL,NULL
123,20200323,160000,24.00000,LaTrobe_CSV-orig_20200324104953.csv,13.10000,NULL,16.4,7.9,57
123,20200322,20000,9.25000,LaTrobe_CSV-orig_20200323083355.csv,12.20000,NULL,11.9,11,94
123,20200322,80000,9.00000,LaTrobe_CSV-orig_20200323083355.csv,11.80000,NULL,12,11.8,99
123,20200320,11500,9.25000,LaTrobe_CSV-orig_20200320082105.csv,NULL,NULL,NULL,NULL,NULL
123,20200322,94500,8.00000,LaTrobe_CSV-orig_20200322223300.csv,NULL,NULL,NULL,NULL,NULL
123,20200323,123000,16.50000,LaTrobe_CSV-orig_20200324104953.csv,13.60000,NULL,16,8.5,61
123,20200322,140000,9.50000,LaTrobe_CSV-orig_20200322223300.csv,13.90000,NULL,17.5,10.6,64
123,20200320,13000,9.75000,LaTrobe_CSV-orig_20200320074803.csv,19.50000,NULL,18.5,13.1,71
123,20200321,180000,8.75000,LaTrobe_CSV-orig_20200322223300.csv,15.40000,NULL,17.2,9.6,61
123,20200323,141500,32.75000,LaTrobe_CSV-orig_20200324104953.csv,NULL,NULL,NULL,NULL,NULL
123,20200322,51500,8.50000,LaTrobe_CSV-orig_20200323083355.csv,NULL,NULL,NULL,NULL,NULL
123,20200321,123000,8.00000,LaTrobe_CSV-orig_20200322223300.csv,15.10000,NULL,17,8.9,59
123,20200320,14500,8.75000,LaTrobe_CSV-orig_20200320090404.csv,NULL,NULL,NULL,NULL,NULL
123,20200320,170000,44.00000,LaTrobe_CSV-orig_20200321101654.csv,16.30000,NULL,21.1,10.3,50
123,20200323,33000,9.50000,LaTrobe_CSV-orig_20200323083355.csv,9.00000,NULL,11,6.9,76
123,20200320,20000,8.25000,LaTrobe_CSV-orig_20200320090404.csv,19.00000,NULL,18.1,12.8,71
123,20200321,211500,7.75000,LaTrobe_CSV-orig_20200322223300.csv,NULL,NULL,NULL,NULL,NULL
123,20200322,53000,8.25000,LaTrobe_CSV-orig_20200323083355.csv,11.10000,NULL,10.9,10.7,99
123,20200322,81500,8.50000,LaTrobe_CSV-orig_20200323083355.csv,NULL,NULL,NULL,NULL,NULL
123,20200320,21500,8.50000,LaTrobe_CSV-orig_20200320083404.csv,NULL,NULL,NULL,NULL,NULL
123,20200323,94500,16.25000,LaTrobe_CSV-orig_20200324104953.csv,NULL,NULL,NULL,NULL,NULL
123,20200320,23000,8.50000,LaTrobe_CSV-orig_20200320084705.csv,18.50000,NULL,17.7,12.4,71
123,20200320,143000,34.50000,LaTrobe_CSV-orig_20200321091755.csv,18.80000,NULL,22.4,9.9,45
123,20200320,190000,30.00000,LaTrobe_CSV-orig_20200321101654.csv,15.30000,NULL,17,13.7,81
123,20200321,124500,8.75000,LaTrobe_CSV-orig_20200322223300.csv,NULL,NULL,NULL,NULL,NULL
123,20200320,31500,8.00000,LaTrobe_CSV-orig_20200320084705.csv,NULL,NULL,NULL,NULL,NULL
123,20200322,21500,9.25000,LaTrobe_CSV-orig_20200323083355.csv,NULL,NULL,NULL,NULL,NULL
123,20200321,181500,8.75000,LaTrobe_CSV-orig_20200322223300.csv,NULL,NULL,NULL,NULL,NULL
123,20200323,203000,7.25000,LaTrobe_CSV-orig_20200324104953.csv,10.40000,NULL,13.2,6.8,65
123,20200320,33000,8.75000,LaTrobe_CSV-orig_20200320082105.csv,15.60000,NULL,16.6,11.1,70
123,20200323,124500,22.00000,LaTrobe_CSV-orig_20200324104953.csv,NULL,NULL,NULL,NULL,NULL
123,20200320,34500,9.00000,LaTrobe_CSV-orig_20200320082105.csv,NULL,NULL,NULL,NULL,NULL
123,20200320,40000,8.00000,LaTrobe_CSV-orig_20200320074803.csv,14.60000,NULL,16.7,9.6,63
123,20200320,114500,37.50000,LaTrobe_CSV-orig_20200321094955.csv,NULL,NULL,NULL,NULL,NULL
123,20200320,120000,25.50000,LaTrobe_CSV-orig_20200321084854.csv,17.50000,NULL,20,9.6,51
123,20200320,41500,8.25000,LaTrobe_CSV-orig_20200320084705.csv,NULL,NULL,NULL,NULL,NULL
123,20200321,130000,8.50000,LaTrobe_CSV-orig_20200322223300.csv,14.70000,NULL,17.4,9.1,58
123,20200320,43000,9.00000,LaTrobe_CSV-orig_20200320084705.csv,14.80000,NULL,16.1,9.1,63
123,20200321,183000,8.00000,LaTrobe_CSV-orig_20200322223300.csv,14.40000,NULL,16.9,9.6,62
123,20200323,100000,15.75000,LaTrobe_CSV-orig_20200324104953.csv,12.50000,NULL,14.1,8.7,70
123,20200322,54500,8.00000,LaTrobe_CSV-orig_20200323083355.csv,NULL,NULL,NULL,NULL,NULL
123,20200321,131500,8.75000,LaTrobe_CSV-orig_20200322223300.csv,NULL,NULL,NULL,NULL,NULL
123,20200320,44500,9.00000,LaTrobe_CSV-orig_20200320074803.csv,NULL,NULL,NULL,NULL,NULL
123,20200307,174500,9.25000,LaTrobe_CSV-orig_20200308235001.csv,NULL,NULL,NULL,NULL,NULL
123,20200321,213000,8.25000,LaTrobe_CSV-orig_20200322223300.csv,13.70000,NULL,14.8,10,73
123,20200320,50000,9.50000,LaTrobe_CSV-orig_20200320083404.csv,14.80000,NULL,15.4,8.9,65
123,20200320,51500,17.75000,LaTrobe_CSV-orig_20200320074803.csv,NULL,NULL,NULL,NULL,NULL
123,20200317,0,9.50000,LaTrobe_CSV-orig_20200317235001.csv,16.40000,NULL,15.9,11.5,75
123,20200320,144500,28.25000,LaTrobe_CSV-orig_20200321100155.csv,NULL,NULL,NULL,NULL,NULL
123,20200321,133000,9.50000,LaTrobe_CSV-orig_20200322223300.csv,16.50000,NULL,18.3,9.6,57
123,20200320,64500,14.75000,LaTrobe_CSV-orig_20200320074803.csv,NULL,NULL,NULL,NULL,NULL
123,20200320,74500,15.25000,LaTrobe_CSV-orig_20200320074803.csv,NULL,NULL,NULL,NULL,NULL
123,20200320,171500,41.50000,LaTrobe_CSV-orig_20200321101654.csv,NULL,NULL,NULL,NULL,NULL
123,20200320,150000,23.00000,LaTrobe_CSV-orig_20200321084854.csv,18.60000,NULL,22.2,10,46
123,20200322,23000,9.50000,LaTrobe_CSV-orig_20200323083355.csv,11.80000,NULL,11.4,11.2,99
123,20200321,134500,9.75000,LaTrobe_CSV-orig_20200322223300.csv,NULL,NULL,NULL,NULL,NULL
123,20200321,184500,7.75000,LaTrobe_CSV-orig_20200321201858.csv,NULL,NULL,NULL,NULL,NULL
123,20200321,214500,8.25000,LaTrobe_CSV-orig_20200322223300.csv,NULL,NULL,NULL,NULL,NULL
123,20200322,60000,8.25000,LaTrobe_CSV-orig_20200323083355.csv,11.40000,NULL,11.1,10.9,99
123,20200320,191500,28.00000,LaTrobe_CSV-orig_20200321091755.csv,NULL,NULL,NULL,NULL,NULL
123,20200320,53000,14.25000,LaTrobe_CSV-orig_20200320084705.csv,14.80000,NULL,15,9.1,68
123,20200320,121500,38.50000,LaTrobe_CSV-orig_20200321094955.csv,NULL,NULL,NULL,NULL,NULL
123,20200320,54500,15.00000,LaTrobe_CSV-orig_20200320082105.csv,NULL,NULL,NULL,NULL,NULL
123,20200321,140000,9.00000,LaTrobe_CSV-orig_20200322223300.csv,16.50000,NULL,18.5,10.1,58
123,20200323,130000,21.50000,LaTrobe_CSV-orig_20200324104953.csv,14.10000,NULL,16.1,8.6,61
123,20200320,173000,35.00000,LaTrobe_CSV-orig_20200321101654.csv,17.00000,NULL,21.1,11.4,54
123,20200322,24500,9.00000,LaTrobe_CSV-orig_20200323083355.csv,NULL,NULL,NULL,NULL,NULL
123,20200323,101500,16.25000,LaTrobe_CSV-orig_20200324104953.csv,NULL,NULL,NULL,NULL,NULL
123,20200320,60000,15.50000,LaTrobe_CSV-orig_20200320074803.csv,12.80000,NULL,14.7,9.1,69
123,20200320,131500,36.00000,LaTrobe_CSV-orig_20200321084854.csv,NULL,NULL,NULL,NULL,NULL
123,20200320,61500,18.50000,LaTrobe_CSV-orig_20200320074803.csv,NULL,NULL,NULL,NULL,NULL
123,20200320,123000,35.75000,LaTrobe_CSV-orig_20200321094955.csv,17.60000,NULL,20.5,9.7,50
123,20200320,133000,39.25000,LaTrobe_CSV-orig_20200321091755.csv,18.50000,NULL,21.7,9.9,47
123,20200320,151500,40.50000,LaTrobe_CSV-orig_20200321100155.csv,NULL,NULL,NULL,NULL,NULL
123,20200321,220000,8.00000,LaTrobe_CSV-orig_20200322223300.csv,13.70000,NULL,14.1,9.9,76
123,20200321,190000,7.75000,LaTrobe_CSV-orig_20200321201858.csv,13.10000,NULL,16.2,8.9,62
123,20200320,63000,18.00000,LaTrobe_CSV-orig_20200320090404.csv,12.30000,NULL,15,9.1,68
123,20200321,141500,8.75000,LaTrobe_CSV-orig_20200322223300.csv,NULL,NULL,NULL,NULL,NULL
123,20200320,70000,15.00000,LaTrobe_CSV-orig_20200320090404.csv,12.70000,NULL,14.5,9.3,71
123,20200320,71500,15.25000,LaTrobe_CSV-orig_20200320073304.csv,NULL,NULL,NULL,NULL,NULL
123,20200320,73000,15.00000,LaTrobe_CSV-orig_20200320073304.csv,13.00000,NULL,14.3,9.9,75
123,20200317,31500,7.50000,LaTrobe_CSV-orig_20200317235001.csv,NULL,NULL,NULL,NULL,NULL
123,20200320,80000,15.50000,LaTrobe_CSV-orig_20200320082105.csv,13.40000,NULL,14.4,10.4,77
123,20200320,124500,36.00000,LaTrobe_CSV-orig_20200321094955.csv,NULL,NULL,NULL,NULL,NULL
123,20200320,81500,15.00000,LaTrobe_CSV-orig_20200320082105.csv,NULL,NULL,NULL,NULL,NULL
123,20200322,61500,8.75000,LaTrobe_CSV-orig_20200323083355.csv,NULL,NULL,NULL,NULL,NULL
123,20200320,83000,15.25000,LaTrobe_CSV-orig_20200320084705.csv,14.70000,NULL,15.7,10.9,73
123,20200317,3000,9.75000,LaTrobe_CSV-orig_20200317235001.csv,16.00000,NULL,15.4,11.8,79
123,20200320,84500,21.00000,LaTrobe_CSV-orig_20200320084705.csv,NULL,NULL,NULL,NULL,NULL
123,20200320,90000,23.00000,LaTrobe_CSV-orig_20200320093305.csv,15.50000,NULL,16.3,11,71
123,20200320,91500,33.75000,LaTrobe_CSV-orig_20200320093305.csv,NULL,NULL,NULL,NULL,NULL
123,20200320,93000,25.25000,LaTrobe_CSV-orig_20200320093305.csv,14.40000,NULL,17,10.6,66
123,20200320,94500,22.50000,LaTrobe_CSV-orig_20200320094704.csv,NULL,NULL,NULL,NULL,NULL
123,20200320,130000,34.25000,LaTrobe_CSV-orig_20200321094955.csv,17.50000,NULL,20.6,10.4,52
123,20200320,100000,35.50000,LaTrobe_CSV-orig_20200320101904.csv,14.70000,NULL,17.8,10.2,61
123,20200320,101500,31.25000,LaTrobe_CSV-orig_20200320101904.csv,NULL,NULL,NULL,NULL,NULL
123,20200307,1500,9.25000,LaTrobe_CSV-orig_20200308235001.csv,NULL,NULL,NULL,NULL,NULL
123,20200313,1500,9.00000,LaTrobe_CSV-orig_20200314234751.csv,NULL,NULL,NULL,NULL,NULL
123,20200307,3000,10.00000,LaTrobe_CSV-orig_20200308235001.csv,12.40000,NULL,15,10.8,76
123,20200313,3000,9.00000,LaTrobe_CSV-orig_20200314234751.csv,20.30000,NULL,20.5,9.1,48
123,20200307,4500,10.25000,LaTrobe_CSV-orig_20200308235001.csv,NULL,NULL,NULL,NULL,NULL
123,20200313,4500,9.75000,LaTrobe_CSV-orig_20200314234751.csv,NULL,NULL,NULL,NULL,NULL
123,20200307,10000,10.00000,LaTrobe_CSV-orig_20200308235001.csv,12.60000,NULL,15,10.2,73
123,20200313,10000,9.75000,LaTrobe_CSV-orig_20200314234751.csv,19.70000,NULL,20.4,8.4,46
123,20200307,11500,10.25000,LaTrobe_CSV-orig_20200308235001.csv,NULL,NULL,NULL,NULL,NULL
123,20200313,11500,9.25000,LaTrobe_CSV-orig_20200314234751.csv,NULL,NULL,NULL,NULL,NULL
123,20200316,60000,13.50000,LaTrobe_CSV-orig_20200317235001.csv,7.30000,NULL,7.8,7.8,100
123,20200307,13000,9.50000,LaTrobe_CSV-orig_20200308235001.csv,13.10000,NULL,15,10.4,74
123,20200313,13000,9.75000,LaTrobe_CSV-orig_20200314234751.csv,18.60000,NULL,19.2,9.1,52
123,20200316,61500,13.50000,LaTrobe_CSV-orig_20200317235001.csv,NULL,NULL,NULL,NULL,NULL
123,20200316,63000,14.00000,LaTrobe_CSV-orig_20200317235001.csv,7.30000,NULL,7.8,7.8,100
123,20200307,14500,9.50000,LaTrobe_CSV-orig_20200308235001.csv,NULL,NULL,NULL,NULL,NULL
123,20200313,14500,9.75000,LaTrobe_CSV-orig_20200314234751.csv,NULL,NULL,NULL,NULL,NULL
123,20200307,20000,9.75000,LaTrobe_CSV-orig_20200308235001.csv,11.80000,NULL,14.7,10.9,78
123,20200316,64500,14.25000,LaTrobe_CSV-orig_20200317235001.csv,NULL,NULL,NULL,NULL,NULL
123,20200313,20000,9.25000,LaTrobe_CSV-orig_20200314234751.csv,19.40000,NULL,19.7,8.7,49
123,20200307,21500,9.25000,LaTrobe_CSV-orig_20200308235001.csv,NULL,NULL,NULL,NULL,NULL
123,20200313,21500,9.25000,LaTrobe_CSV-orig_20200314234751.csv,NULL,NULL,NULL,NULL,NULL
123,20200316,70000,14.75000,LaTrobe_CSV-orig_20200317235001.csv,6.70000,NULL,7.3,7.3,100
123,20200307,23000,7.75000,LaTrobe_CSV-orig_20200308235001.csv,13.70000,NULL,14.6,10.8,78
123,20200316,71500,15.00000,LaTrobe_CSV-orig_20200317235001.csv,NULL,NULL,NULL,NULL,NULL
123,20200313,23000,9.00000,LaTrobe_CSV-orig_20200314234751.csv,17.60000,NULL,19.1,8.4,50
123,20200307,24500,8.25000,LaTrobe_CSV-orig_20200308235001.csv,NULL,NULL,NULL,NULL,NULL
123,20200316,73000,14.50000,LaTrobe_CSV-orig_20200317235001.csv,5.10000,NULL,7.1,7.1,100
123,20200313,24500,8.75000,LaTrobe_CSV-orig_20200314234751.csv,NULL,NULL,NULL,NULL,NULL
123,20200316,74500,14.75000,LaTrobe_CSV-orig_20200317235001.csv,NULL,NULL,NULL,NULL,NULL
123,20200313,30000,8.75000,LaTrobe_CSV-orig_20200314234751.csv,18.70000,NULL,19.1,8.1,49
123,20200307,30000,8.75000,LaTrobe_CSV-orig_20200308235001.csv,12.10000,NULL,14.3,10.7,79
123,20200316,80000,14.75000,LaTrobe_CSV-orig_20200317235001.csv,8.00000,NULL,8.4,8.4,100
123,20200307,31500,8.50000,LaTrobe_CSV-orig_20200308235001.csv,NULL,NULL,NULL,NULL,NULL
123,20200313,31500,8.75000,LaTrobe_CSV-orig_20200314234751.csv,NULL,NULL,NULL,NULL,NULL
123,20200316,81500,15.50000,LaTrobe_CSV-orig_20200317235001.csv,NULL,NULL,NULL,NULL,NULL
123,20200307,33000,8.75000,LaTrobe_CSV-orig_20200308235001.csv,12.10000,NULL,14.6,9.8,73
123,20200313,33000,8.00000,LaTrobe_CSV-orig_20200314234751.csv,18.40000,NULL,18.9,8,49
123,20200316,83000,16.50000,LaTrobe_CSV-orig_20200317235001.csv,9.00000,NULL,9.8,9.8,100
123,20200316,84500,17.75000,LaTrobe_CSV-orig_20200317235001.csv,NULL,NULL,NULL,NULL,NULL
123,20200307,34500,8.75000,LaTrobe_CSV-orig_20200308235001.csv,NULL,NULL,NULL,NULL,NULL
123,20200313,34500,9.25000,LaTrobe_CSV-orig_20200314234751.csv,NULL,NULL,NULL,NULL,NULL
123,20200307,40000,8.00000,LaTrobe_CSV-orig_20200308235001.csv,13.30000,NULL,14.5,9.7,73
123,20200316,90000,19.00000,LaTrobe_CSV-orig_20200317235001.csv,9.90000,NULL,10.8,10.6,99
123,20200313,40000,8.75000,LaTrobe_CSV-orig_20200314234751.csv,16.10000,NULL,17.2,8.6,57
123,20200307,41500,8.00000,LaTrobe_CSV-orig_20200308235001.csv,NULL,NULL,NULL,NULL,NULL
123,20200313,41500,8.75000,LaTrobe_CSV-orig_20200314234751.csv,NULL,NULL,NULL,NULL,NULL
123,20200316,91500,19.75000,LaTrobe_CSV-orig_20200317235001.csv,NULL,NULL,NULL,NULL,NULL
123,20200316,93000,20.50000,LaTrobe_CSV-orig_20200317235001.csv,11.60000,NULL,12.1,11.9,99
123,20200307,43000,8.50000,LaTrobe_CSV-orig_20200308235001.csv,12.90000,NULL,14.5,10.1,75
123,20200313,43000,10.50000,LaTrobe_CSV-orig_20200314234751.csv,16.30000,NULL,16.4,9.6,64
123,20200307,44500,8.50000,LaTrobe_CSV-orig_20200308235001.csv,NULL,NULL,NULL,NULL,NULL
123,20200313,44500,11.50000,LaTrobe_CSV-orig_20200314234751.csv,NULL,NULL,NULL,NULL,NULL
123,20200316,94500,21.25000,LaTrobe_CSV-orig_20200317235001.csv,NULL,NULL,NULL,NULL,NULL
123,20200316,100000,21.25000,LaTrobe_CSV-orig_20200317235001.csv,13.80000,NULL,13.6,13,96
123,20200307,50000,8.75000,LaTrobe_CSV-orig_20200308235001.csv,14.20000,NULL,14.3,10.7,79
123,20200313,50000,11.25000,LaTrobe_CSV-orig_20200314234751.csv,16.90000,NULL,17.1,9,59
123,20200307,51500,9.00000,LaTrobe_CSV-orig_20200308235001.csv,NULL,NULL,NULL,NULL,NULL
123,20200316,101500,24.25000,LaTrobe_CSV-orig_20200317235001.csv,NULL,NULL,NULL,NULL,NULL
123,20200313,51500,22.75000,LaTrobe_CSV-orig_20200314234751.csv,NULL,NULL,NULL,NULL,NULL
123,20200316,103000,31.25000,LaTrobe_CSV-orig_20200317235001.csv,13.40000,NULL,14.6,11.7,83
123,20200307,53000,8.50000,LaTrobe_CSV-orig_20200308235001.csv,14.60000,NULL,14.2,11.2,82
123,20200313,53000,26.75000,LaTrobe_CSV-orig_20200314234751.csv,16.80000,NULL,17.4,8.8,57
123,20200316,104500,28.25000,LaTrobe_CSV-orig_20200317235001.csv,NULL,NULL,NULL,NULL,NULL
123,20200307,54500,8.25000,LaTrobe_CSV-orig_20200308235001.csv,NULL,NULL,NULL,NULL,NULL
123,20200316,110000,29.75000,LaTrobe_CSV-orig_20200317235001.csv,15.20000,NULL,16,11.2,73
